id,type,properties
Constraint::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_7::c::tool_domain_requirement::0_0::requirestool::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_7_sc,Constraint,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_7"", ""screwdriver""], ""conf"": 1.0, ""confidence"": 1.0, ""constraint_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_7::c::tool_domain_requirement::0_0::requirestool::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_7_sc"", ""display_label"": ""requires tool(screwdriver) [missing]"", ""display_name"": ""requires tool"", ""kind"": ""required_tool"", ""name"": ""requiresTool"", ""rule_id"": ""tool_domain_requirement"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_7::c::tool_domain_requirement::0_0::requirestool::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_7_sc"", ""support"": {""notes"": ""Constraint observed in the step."", ""type"": ""same_step_constraint""}, ""support_status"": ""missing""}"
Constraint::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_8::c::effect_install_component_on_target::0_0::produces::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_8_in,Constraint,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_8"", ""installed"", ""front_wheel_assy"", ""front_chassis""], ""conf"": 1.0, ""confidence"": 1.0, ""constraint_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_8::c::effect_install_component_on_target::0_0::produces::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_8_in"", ""display_label"": ""produces installed(front_wheel_assy, front_chassis) [observed]"", ""display_name"": ""produces installed"", ""kind"": ""expected_effect"", ""name"": ""produces"", ""rule_id"": ""effect_install_component_on_target"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_8::c::effect_install_component_on_target::0_0::produces::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_8_in"", ""support"": {""notes"": ""Constraint observed in the step."", ""type"": ""same_step_constraint""}, ""support_status"": ""observed""}"
Constraint::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_8::c::precondition_install_requires_target_installed::0_0::requires::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_8_in,Constraint,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_8"", ""installed"", ""front_chassis"", ""base""], ""conf"": 1.0, ""confidence"": 1.0, ""constraint_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_8::c::precondition_install_requires_target_installed::0_0::requires::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_8_in"", ""display_label"": ""requires installed(front_chassis, base) [supported]"", ""display_name"": ""requires installed"", ""kind"": ""inferred_precondition"", ""name"": ""requires"", ""rule_id"": ""precondition_install_requires_target_installed"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_8::c::precondition_install_requires_target_installed::0_0::requires::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_8_in"", ""support"": {""notes"": ""Constraint observed in the step."", ""type"": ""same_step_constraint""}, ""support_status"": ""supported""}"
Constraint::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_9::c::effect_remove_component_from_target::0_0::produces::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_9_re,Constraint,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_9"", ""removed"", ""front_wheel_assy"", ""front_chassis""], ""conf"": 1.0, ""confidence"": 1.0, ""constraint_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_9::c::effect_remove_component_from_target::0_0::produces::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_9_re"", ""display_label"": ""produces removed(front_wheel_assy, front_chassis) [observed]"", ""display_name"": ""produces removed"", ""kind"": ""expected_effect"", ""name"": ""produces"", ""rule_id"": ""effect_remove_component_from_target"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_9::c::effect_remove_component_from_target::0_0::produces::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_9_re"", ""support"": {""notes"": ""Constraint observed in the step."", ""type"": ""same_step_constraint""}, ""support_status"": ""observed""}"
Constraint::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_9::c::precondition_remove_requires_component_installed::0_0::requires::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_9_in,Constraint,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_9"", ""installed"", ""front_wheel_assy"", ""front_chassis""], ""conf"": 1.0, ""confidence"": 1.0, ""constraint_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_9::c::precondition_remove_requires_component_installed::0_0::requires::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_9_in"", ""display_label"": ""requires installed(front_wheel_assy, front_chassis) [supported]"", ""display_name"": ""requires installed"", ""kind"": ""inferred_precondition"", ""name"": ""requires"", ""rule_id"": ""precondition_remove_requires_component_installed"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_9::c::precondition_remove_requires_component_installed::0_0::requires::step__raw_cad_dataset__all_test_clips__od_only__test_p1__03_assy_0_1__event_9_in"", ""support"": {""notes"": ""Constraint observed in the step."", ""type"": ""same_step_constraint""}, ""support_status"": ""supported""}"
Entity::base,Entity,"{""display_label"": ""base"", ""display_name"": ""base"", ""entity_id"": ""base"", ""entity_type"": [""Base"", ""Component""], ""short_id"": ""base""}"
Entity::front_bracket,Entity,"{""display_label"": ""front_bracket"", ""display_name"": ""front_bracket"", ""entity_id"": ""front_bracket"", ""entity_type"": [""Bracket"", ""Component""], ""short_id"": ""front_bracket""}"
Entity::front_bracket_screw,Entity,"{""display_label"": ""front_bracket_screw"", ""display_name"": ""front_bracket_screw"", ""entity_id"": ""front_bracket_screw"", ""entity_type"": [""Component"", ""Fastener"", ""Screw""], ""short_id"": ""front_bracket_screw""}"
Entity::front_chassis,Entity,"{""display_label"": ""front_chassis"", ""display_name"": ""front_chassis"", ""entity_id"": ""front_chassis"", ""entity_type"": [""Chassis"", ""Component""], ""short_id"": ""front_chassis""}"
Entity::front_chassis_pin,Entity,"{""display_label"": ""front_chassis_pin"", ""display_name"": ""front_chassis_pin"", ""entity_id"": ""front_chassis_pin"", ""entity_type"": [""ChassisPin"", ""Component"", ""Fastener""], ""short_id"": ""front_chassis_pin""}"
Entity::front_rear_chassis_pin,Entity,"{""display_label"": ""front_rear_chassis_pin"", ""display_name"": ""front_rear_chassis_pin"", ""entity_id"": ""front_rear_chassis_pin"", ""entity_type"": [""ChassisPin"", ""Component"", ""Fastener""], ""short_id"": ""front_rear_chassis_pin""}"
Entity::front_wheel_assy,Entity,"{""display_label"": ""front_wheel_assy"", ""display_name"": ""front_wheel_assy"", ""entity_id"": ""front_wheel_assy"", ""entity_type"": [""Component"", ""WheelAssembly""], ""short_id"": ""front_wheel_assy""}"
Entity::rear_chassis,Entity,"{""display_label"": ""rear_chassis"", ""display_name"": ""rear_chassis"", ""entity_id"": ""rear_chassis"", ""entity_type"": [""Chassis"", ""Component""], ""short_id"": ""rear_chassis""}"
Entity::rear_rear_chassis_pin,Entity,"{""display_label"": ""rear_rear_chassis_pin"", ""display_name"": ""rear_rear_chassis_pin"", ""entity_id"": ""rear_rear_chassis_pin"", ""entity_type"": [""ChassisPin"", ""Component"", ""Fastener""], ""short_id"": ""rear_rear_chassis_pin""}"
Entity::rear_wheel_assy,Entity,"{""display_label"": ""rear_wheel_assy"", ""display_name"": ""rear_wheel_assy"", ""entity_id"": ""rear_wheel_assy"", ""entity_type"": [""Component"", ""WheelAssembly""], ""short_id"": ""rear_wheel_assy""}"
Entity::screwdriver,Entity,"{""display_label"": ""screwdriver"", ""display_name"": ""screwdriver"", ""entity_id"": ""screwdriver"", ""short_id"": ""screwdriver""}"
Entity::workspace,Entity,"{""display_label"": ""workspace"", ""display_name"": ""workspace"", ""entity_id"": ""workspace"", ""short_id"": ""workspace""}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_0_install,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0"", ""install""], ""category"": ""event"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasAction(event_0, install)"", ""display_name"": ""hasAction"", ""name"": ""hasAction"", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_0_install"", ""predicate_key"": ""has_action"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_0_install"", ""source"": {""fields"": [""event_type"", ""action_desc""], ""file"": ""nodes_events.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::hasInstallTarget::base_workspace,Predicate,"{""args"": [""base"", ""workspace""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasInstallTarget(base, workspace)"", ""display_name"": ""hasInstallTarget"", ""name"": ""hasInstallTarget"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::hasInstallTarget::base_workspace"", ""predicate_key"": ""has_install_target"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::hasInstallTarget::base_workspace"", ""source"": {""fields"": [""components"", ""industreal_component::base"", ""installation_target""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::hasLabel::base_base,Predicate,"{""args"": [""base"", ""base""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasLabel(base, base)"", ""display_name"": ""hasLabel"", ""name"": ""hasLabel"", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::hasLabel::base_base"", ""predicate_key"": ""has_label"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::hasLabel::base_base"", ""source"": {""fields"": [""component_id:ID(Component)"", ""display_name"", ""name""], ""file"": ""nodes_components.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_0_70_9_118_7,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0"", 70.9, 118.7], ""category"": ""event"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasTimeWindow(event_0, 70.9, 118.7)"", ""display_name"": ""hasTimeWindow"", ""name"": ""hasTimeWindow"", ""notes"": ""End time is inferred from the next distinct event timestamp in the same clip when available; it is null for the final timestamp group."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_0_70_9_118_7"", ""predicate_key"": ""has_time_window"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_0_70_9_118_7"", ""source"": {""fields"": [""frame:int"", ""time_s:float""], ""file"": ""nodes_events.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::isA::base_base,Predicate,"{""args"": [""base"", ""Base""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""isA(base, Base)"", ""display_name"": ""isA"", ""name"": ""isA"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::isA::base_base"", ""predicate_key"": ""is_a"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::isA::base_base"", ""source"": {""fields"": [""components"", ""industreal_component::base"", ""generic_type""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::isA::base_component,Predicate,"{""args"": [""base"", ""Component""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""isA(base, Component)"", ""display_name"": ""isA"", ""name"": ""isA"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::isA::base_component"", ""predicate_key"": ""is_a"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::isA::base_component"", ""source"": {""fields"": [""components"", ""industreal_component::base"", ""generic_type""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_0_base,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0"", ""base""], ""category"": ""object_interaction"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(event_0, base)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""notes"": ""Existing graph marks this ACTS_ON edge as a component; no tool-specific role was available."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_0_base"", ""predicate_key"": ""uses_object"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_0::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_0_base"", ""source"": {""fields"": ["":START_ID(AssemblyEvent)"", "":END_ID(Component)"", ""role""], ""file"": ""edges_event_component.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_10_install,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10"", ""install""], ""category"": ""event"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasAction(event_10, install)"", ""display_name"": ""hasAction"", ""name"": ""hasAction"", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_10_install"", ""predicate_key"": ""has_action"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_10_install"", ""source"": {""fields"": [""event_type"", ""action_desc""], ""file"": ""nodes_events.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasInstallTarget::rear_wheel_assy_rear_chassis,Predicate,"{""args"": [""rear_wheel_assy"", ""rear_chassis""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasInstallTarget(rear_wheel_assy, rear_chassis)"", ""display_name"": ""hasInstallTarget"", ""name"": ""hasInstallTarget"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasInstallTarget::rear_wheel_assy_rear_chassis"", ""predicate_key"": ""has_install_target"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasInstallTarget::rear_wheel_assy_rear_chassis"", ""source"": {""fields"": [""components"", ""industreal_component::rear_wheel_assy"", ""installation_target""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasLabel::rear_wheel_assy_rear_wheel_assy,Predicate,"{""args"": [""rear_wheel_assy"", ""rear_wheel_assy""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasLabel(rear_wheel_assy, rear_wheel_assy)"", ""display_name"": ""hasLabel"", ""name"": ""hasLabel"", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasLabel::rear_wheel_assy_rear_wheel_assy"", ""predicate_key"": ""has_label"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasLabel::rear_wheel_assy_rear_wheel_assy"", ""source"": {""fields"": [""component_id:ID(Component)"", ""display_name"", ""name""], ""file"": ""nodes_components.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasParentComponent::rear_wheel_assy_rear_chassis,Predicate,"{""args"": [""rear_wheel_assy"", ""rear_chassis""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasParentComponent(rear_wheel_assy, rear_chassis)"", ""display_name"": ""hasParentComponent"", ""name"": ""hasParentComponent"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasParentComponent::rear_wheel_assy_rear_chassis"", ""predicate_key"": ""has_parent_component"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasParentComponent::rear_wheel_assy_rear_chassis"", ""source"": {""fields"": [""components"", ""industreal_component::rear_wheel_assy"", ""parent_component""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_10_273_5,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10"", 273.5, null], ""category"": ""event"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasTimeWindow(event_10, 273.5, None)"", ""display_name"": ""hasTimeWindow"", ""name"": ""hasTimeWindow"", ""notes"": ""End time is inferred from the next distinct event timestamp in the same clip when available; it is null for the final timestamp group."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_10_273_5"", ""predicate_key"": ""has_time_window"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_10_273_5"", ""source"": {""fields"": [""frame:int"", ""time_s:float""], ""file"": ""nodes_events.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::isA::rear_wheel_assy_component,Predicate,"{""args"": [""rear_wheel_assy"", ""Component""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""isA(rear_wheel_assy, Component)"", ""display_name"": ""isA"", ""name"": ""isA"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::isA::rear_wheel_assy_component"", ""predicate_key"": ""is_a"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::isA::rear_wheel_assy_component"", ""source"": {""fields"": [""components"", ""industreal_component::rear_wheel_assy"", ""generic_type""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::isA::rear_wheel_assy_wheelassembly,Predicate,"{""args"": [""rear_wheel_assy"", ""WheelAssembly""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""isA(rear_wheel_assy, WheelAssembly)"", ""display_name"": ""isA"", ""name"": ""isA"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::isA::rear_wheel_assy_wheelassembly"", ""predicate_key"": ""is_a"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::isA::rear_wheel_assy_wheelassembly"", ""source"": {""fields"": [""components"", ""industreal_component::rear_wheel_assy"", ""generic_type""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::requiresInstalledBefore::rear_wheel_assy_rear_chassis_base,Predicate,"{""args"": [""rear_wheel_assy"", ""rear_chassis"", ""base""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""requiresInstalledBefore(rear_wheel_assy, rear_chassis, base)"", ""display_name"": ""requiresInstalledBefore"", ""name"": ""requiresInstalledBefore"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::requiresInstalledBefore::rear_wheel_assy_rear_chassis_base"", ""predicate_key"": ""requires_installed_before"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::requiresInstalledBefore::rear_wheel_assy_rear_chassis_base"", ""source"": {""fields"": [""components"", ""industreal_component::rear_wheel_assy"", ""installation_target""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_10_rear_wheel_assy,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10"", ""rear_wheel_assy""], ""category"": ""object_interaction"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(event_10, rear_wheel_assy)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""notes"": ""Existing graph marks this ACTS_ON edge as a component; no tool-specific role was available."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_10_rear_wheel_assy"", ""predicate_key"": ""uses_object"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_10::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_10_rear_wheel_assy"", ""source"": {""fields"": ["":START_ID(AssemblyEvent)"", "":END_ID(Component)"", ""role""], ""file"": ""edges_event_component.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_1_install,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1"", ""install""], ""category"": ""event"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasAction(event_1, install)"", ""display_name"": ""hasAction"", ""name"": ""hasAction"", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_1_install"", ""predicate_key"": ""has_action"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_1_install"", ""source"": {""fields"": [""event_type"", ""action_desc""], ""file"": ""nodes_events.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::hasInstallTarget::rear_chassis_base,Predicate,"{""args"": [""rear_chassis"", ""base""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasInstallTarget(rear_chassis, base)"", ""display_name"": ""hasInstallTarget"", ""name"": ""hasInstallTarget"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::hasInstallTarget::rear_chassis_base"", ""predicate_key"": ""has_install_target"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::hasInstallTarget::rear_chassis_base"", ""source"": {""fields"": [""components"", ""industreal_component::rear_chassis"", ""installation_target""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::hasLabel::rear_chassis_rear_chassis,Predicate,"{""args"": [""rear_chassis"", ""rear_chassis""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasLabel(rear_chassis, rear_chassis)"", ""display_name"": ""hasLabel"", ""name"": ""hasLabel"", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::hasLabel::rear_chassis_rear_chassis"", ""predicate_key"": ""has_label"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::hasLabel::rear_chassis_rear_chassis"", ""source"": {""fields"": [""component_id:ID(Component)"", ""display_name"", ""name""], ""file"": ""nodes_components.csv"", ""type"": ""existing_graph_csv""}}"
